"pl_name";"hostname";"sy_mnum";"cb_flag";"disc_year";"pl_orbsmax";"pl_rade";"st_teff";"st_rad";"sy_dist"
"Kepler-910 b";"Kepler-910";0;0;2016;0.03752;0.82;6230;1.5;400.289
"Kepler-911 b";"Kepler-911";0;0;2016;0.15594;2.6;6112;1.99;556.168
"Kepler-912 b";"Kepler-912";0;0;2016;0.0339;2.8;5998;1.11;2004.72
"Kepler-913 b";"Kepler-913";0;0;2016;0.1009;2.06;4687;0.61;991.618
"Kepler-913 c";"Kepler-913";0;0;2021;0.0699;3.858;6068;1.8;991.618
"Kepler-914 b";"Kepler-914";0;0;2016;0.05454;1.38;5877;1.15;753.723
"Kepler-915 b";"Kepler-915";0;0;2016;0.05655;1.5;6173;1.38;849.036
"Kepler-916 b";"Kepler-916";0;0;2016;0.1885;1.76;5248;0.81;830.712
"Kepler-917 b";"Kepler-917";0;0;2016;0.0378;1.91;5418;0.76;3460.51
"Kepler-918 b";"Kepler-918";0;0;2016;0.0569;1.74;6028;1.14;1025.03
"Kepler-919 b";"Kepler-919";0;0;2016;0.0981;2.25;6113;1.21;1119.87
"Kepler-92 b";"Kepler-92";0;0;2013;0.12232;3.51;5883;1.7;477.992
"Kepler-92 c";"Kepler-92";0;0;2013;0.19054;2.6;5883;1.7;477.992
"Kepler-92 d";"Kepler-92";0;0;2015;0.28682;2.067;5904;1.82;477.992
"Kepler-920 b";"Kepler-920";0;0;2016;0.065;2.42;5403;0.85;1001.68
"Kepler-920 c";"Kepler-920";0;0;2016;0.4029;3.8;5403;0.85;1001.68
"Kepler-921 b";"Kepler-921";0;0;2016;0.2716;2.87;5663;0.91;934.49
"Kepler-922 b";"Kepler-922";0;0;2016;0.01795;1.42;5671;0.93;536.323
"Kepler-923 b";"Kepler-923";0;0;2016;0.07592;1.38;5988;1.26;1000.28
"Kepler-924 b";"Kepler-924";0;0;2016;0.31318;3.07;6167;1.23;1053.04
"Kepler-925 b";"Kepler-925";0;0;2016;0.1805;2.34;4673;0.72;611.115
"Kepler-926 b";"Kepler-926";0;0;2016;0.2739;2.31;5806;1.01;921.361
"Kepler-927 b";"Kepler-927";0;0;2016;0.0866;1.72;5743;0.99;831.685
"Kepler-928 b";"Kepler-928";0;0;2016;0.0444;1.59;4700;0.7;508.809
"Kepler-929 b";"Kepler-929";0;0;2016;0.01982;1.11;5869;1.02;1311.23
"Kepler-93 b";"Kepler-93";0;0;2014;0.05343;1.478;5669;0.92;95.9115
"Kepler-930 b";"Kepler-930";0;0;2016;0.34593;2.13;6335;1.4;848.396
"Kepler-931 b";"Kepler-931";0;0;2016;0.0719;1.33;5241;0.81;490.0
"Kepler-932 b";"Kepler-932";0;0;2016;0.02876;1.37;5331;0.84;465.612
"Kepler-933 b";"Kepler-933";0;0;2016;0.1041;2.46;5346;0.84;1017.2
"Kepler-934 b";"Kepler-934";0;0;2016;0.2658;2.09;5001;0.77;608.738
"Kepler-935 b";"Kepler-935";0;0;2016;0.0527;1.35;4830;0.73;471.782
"Kepler-936 b";"Kepler-936";0;0;2016;0.0954;1.45;5482;0.89;823.399
"Kepler-937 b";"Kepler-937";0;0;2016;0.3214;3.72;6095;1.22;1571.46
"Kepler-937 c";"Kepler-937";0;0;2016;0.5545;2.67;6095;1.22;1571.46
"Kepler-938 b";"Kepler-938";0;0;2016;0.2689;2.22;5533;0.89;1182.05
"Kepler-939 b";"Kepler-939";0;0;2016;0.1153;1.75;5471;0.85;2093.62
"Kepler-94 b";"Kepler-94";0;0;2014;0.03377;3.51;4781;0.76;191.904
"Kepler-94 c";"Kepler-94";0;0;2014;1.596807;12.5;4781;0.76;191.904
"Kepler-940 b";"Kepler-940";0;0;2016;0.3059;3.34;5769;0.96;1260.78
"Kepler-941 b";"Kepler-941";0;0;2016;0.1311;3.08;5539;0.86;1088.36
"Kepler-942 b";"Kepler-942";0;0;2016;0.22737;2.13;4861;0.75;216.354
"Kepler-943 b";"Kepler-943";0;0;2016;0.2559;5.93;5612;0.91;2300.53
"Kepler-944 b";"Kepler-944";0;0;2016;0.2288;2.63;5409;0.83;1349.43
"Kepler-945 b";"Kepler-945";0;0;2016;0.2037;2.63;5718;0.97;1651.25
"Kepler-946 b";"Kepler-946";0;0;2016;0.1002;1.93;5665;0.93;1137.29
"Kepler-947 b";"Kepler-947";0;0;2016;0.1773;2.28;5508;0.87;1730.78
"Kepler-948 b";"Kepler-948";0;0;2016;0.0749;1.85;5679;0.94;868.017
"Kepler-949 b";"Kepler-949";0;0;2016;0.07739;2.91;5403;0.86;486.105
"Kepler-949 c";"Kepler-949";0;0;2023;0.1394;2.97;5211;0.9;486.105
"Kepler-95 b";"Kepler-95";0;0;2014;0.10232;3.42;5699;1.41;445.656
"Kepler-950 b";"Kepler-950";0;0;2016;0.3982;8.98;5857;1.02;2161.6
"Kepler-951 b";"Kepler-951";0;0;2016;0.3091;5.59;4834;0.73;382.509
"Kepler-952 b";"Kepler-952";0;0;2016;0.5183;7.65;5730;0.99;1304.25
"Kepler-953 b";"Kepler-953";0;0;2016;0.392;4.21;5416;0.99;258.893
"Kepler-953 c";"Kepler-953";0;0;2016;0.0862;1.19;5416;0.99;258.893
"Kepler-954 b";"Kepler-954";0;0;2016;0.1202;2.32;4990;0.76;215.814
"Kepler-955 b";"Kepler-955";0;0;2016;0.1083;3.13;5350;0.84;550.383
"Kepler-956 b";"Kepler-956";0;0;2016;0.06017;3.0;6040;1.15;544.939
"Kepler-957 b";"Kepler-957";0;0;2016;0.0559;5.5;4963;0.75;824.688
"Kepler-958 b";"Kepler-958";0;0;2016;0.08631;2.06;5421;0.86;449.773
"Kepler-959 b";"Kepler-959";0;0;2016;0.1633;4.38;7005;2.01;807.729
"Kepler-96 b";"Kepler-96";0;0;2014;0.1261;2.67;5690;1.02;122.881
"Kepler-960 b";"Kepler-960";0;0;2016;0.03807;2.29;4755;0.72;284.916
"Kepler-961 b";"Kepler-961";0;0;2016;0.12585;2.55;5582;0.9;574.314
"Kepler-962 b";"Kepler-962";0;0;2016;0.09874;1.97;5478;0.86;411.486
"Kepler-963 b";"Kepler-963";0;0;2016;0.0849;2.66;5461;0.87;771.494
"Kepler-964 b";"Kepler-964";0;0;2016;0.1073;2.12;5427;0.84;454.626
"Kepler-965 b";"Kepler-965";0;0;2016;0.50998;3.38;5886;1.15;582.828
"Kepler-966 b";"Kepler-966";0;0;2016;0.3907;4.13;5840;1.02;1027.8
"Kepler-967 b";"Kepler-967";0;0;2016;0.1027;2.35;5178;0.8;568.546
"Kepler-967 c";"Kepler-967";0;0;2016;0.6253;3.65;5178;0.8;568.546
"Kepler-968 b";"Kepler-968";0;0;2016;0.0389;2.0;4598;0.7;290.324
"Kepler-968 c";"Kepler-968";0;0;2016;0.052;1.69;4598;0.7;290.324
"Kepler-969 b";"Kepler-969";0;0;2016;0.19726;2.07;5214;0.82;390.354
"Kepler-969 c";"Kepler-969";0;0;2016;0.0265;0.99;5214;0.82;390.354
"Kepler-97 b";"Kepler-97";0;0;2014;0.03563;1.48;5779;0.98;400.907
"Kepler-970 b";"Kepler-970";0;0;2016;0.139;2.609;4290;0.71;331.545
"Kepler-971 b";"Kepler-971";0;0;2016;0.08679;2.13;5431;0.85;338.522
"Kepler-972 b";"Kepler-972";0;0;2016;0.0734;4.65;6146;1.22;1198.03
"Kepler-973 b";"Kepler-973";0;0;2016;0.2489;1.96;5213;0.78;328.52
"Kepler-974 b";"Kepler-974";0;0;2016;0.0419;1.57;3687;0.5;134.311
"Kepler-975 b";"Kepler-975";0;0;2016;0.02898;1.48;4897;0.75;426.088
"Kepler-975 c";"Kepler-975";0;0;2023;0.0567;10.69;4883;1.67;426.088
"Kepler-976 b";"Kepler-976";0;0;2016;0.4217;3.96;5232;0.83;1012.41
"Kepler-977 b";"Kepler-977";0;0;2016;0.162;2.62;5315;0.83;568.751
"Kepler-978 b";"Kepler-978";0;0;2016;0.2726;2.99;6002;1.09;682.522
"Kepler-979 b";"Kepler-979";0;0;2016;0.0753;2.72;5310;0.83;576.503
"Kepler-98 b";"Kepler-98";0;0;2014;0.02614;1.99;5539;1.11;350.315
"Kepler-980 b";"Kepler-980";0;0;2016;0.09993;2.67;5935;1.06;961.468
"Kepler-981 b";"Kepler-981";0;0;2016;0.0535;2.31;5718;0.96;878.082
"Kepler-982 b";"Kepler-982";0;0;2016;0.1277;2.25;6139;1.29;801.479
"Kepler-983 b";"Kepler-983";0;0;2016;0.3148;2.36;6052;1.08;714.437
"Kepler-984 b";"Kepler-984";0;0;2016;0.23688;2.12;5610;0.93;460.188
"Kepler-985 b";"Kepler-985";0;0;2016;0.44664;2.98;5434;0.85;679.361
"Kepler-986 b";"Kepler-986";0;0;2016;0.29131;2.36;5642;0.98;548.364
"Kepler-987 b";"Kepler-987";0;0;2016;0.4238;3.26;5637;0.91;914.126
"Kepler-988 b";"Kepler-988";0;0;2016;0.1085;2.07;4005;0.53;304.889
"Kepler-989 b";"Kepler-989";0;0;2016;0.0734;2.21;5074;0.78;491.978
"Kepler-99 b";"Kepler-99";0;0;2014;0.05071;1.48;4782;0.73;208.369
"Kepler-990 b";"Kepler-990";0;0;2016;0.08595;2.6;5948;1.08;802.163
"Kepler-990 c";"Kepler-990";0;0;2016;0.01232;1.53;5948;1.08;802.163
"Kepler-991 b";"Kepler-991";0;0;2016;0.3104;2.54;4392;0.61;389.561
"Kepler-992 b";"Kepler-992";0;0;2016;0.13372;1.62;4944;0.74;259.639
"Kepler-993 b";"Kepler-993";0;0;2016;0.13;2.97;3843;0.54;324.423
"Kepler-994 b";"Kepler-994";0;0;2016;0.0177;1.6;3934;0.54;188.158
"Kepler-995 b";"Kepler-995";0;0;2016;0.1701;2.7;5206;0.8;609.638
"Kepler-996 b";"Kepler-996";0;0;2016;0.0474;1.98;6014;1.14;1216.58
"Kepler-997 b";"Kepler-997";0;0;2016;0.04022;1.36;6150;1.56;467.568
"Kepler-998 b";"Kepler-998";0;0;2016;0.0626;2.32;6058;1.18;986.364
"Kepler-999 b";"Kepler-999";0;0;2016;0.06918;2.34;6237;1.65;545.063
"L 168-9 b";"L 168-9";0;0;2020;0.0208;1.63;3842;0.6;25.1496
"L 363-38 b";"L 363-38";0;0;2023;0.048;2.0;3129;0.27;10.2295
"L 98-59 b";"L 98-59";0;0;2019;0.02191;0.85;3415;0.3;10.6194
"L 98-59 c";"L 98-59";0;0;2019;0.0304;1.385;3415;0.3;10.6194
"L 98-59 d";"L 98-59";0;0;2019;0.0486;1.521;3415;0.3;10.6194
"L 98-59 e";"L 98-59";0;0;2021;0.0717;1.56;3415;0.3;10.6194
"LHS 1140 b";"LHS 1140";0;0;2017;0.0946;1.73;3096;0.22;14.9861
"LHS 1140 c";"LHS 1140";0;0;2018;0.027;1.272;3096;0.22;14.9861
"LHS 1478 b";"LHS 1478";0;0;2021;0.01848;1.242;3381;0.25;18.2276
"LHS 1678 b";"LHS 1678";0;0;2021;0.01239;0.685;3490;0.33;19.8782
"LHS 1678 c";"LHS 1678";0;0;2021;0.0327;0.941;3490;0.33;19.8782
"LHS 1678 d";"LHS 1678";0;0;2024;0.04;0.981;3490;0.33;19.8782
"LHS 1815 b";"LHS 1815";0;0;2020;0.0404;1.088;3643;0.5;29.8424
"LHS 3154 b";"LHS 3154";0;0;2023;0.02262;3.69;2861;0.14;15.7606
"LHS 3844 b";"LHS 3844";0;0;2019;0.00622;1.303;3036;0.19;14.8846
"LHS 475 b";"LHS 475";0;0;2023;0.02037;0.991;3300;0.28;12.4814
"LP 714-47 b";"LP 714-47";0;0;2020;0.0417;4.7;3950;0.58;52.616
"LP 791-18 b";"LP 791-18";0;0;2019;0.00978;1.212;2960;0.18;26.4927
"LP 791-18 c";"LP 791-18";0;0;2019;0.02961;2.438;2960;0.18;26.4927
"LP 791-18 d";"LP 791-18";0;0;2023;0.01992;1.032;2960;0.18;26.4927
"LP 890-9 b";"LP 890-9";0;0;2022;0.01875;1.32;2850;0.16;32.4298
"LP 890-9 c";"LP 890-9";0;0;2022;0.03984;1.367;2850;0.16;32.4298
"LSPM J2116+0234 b";"LSPM J2116+0234";0;0;2019;0.0876;3.71;3475;0.43;17.6297
"LTT 1445 A b";"LTT 1445 A";0;0;2019;0.022;1.18;3340;0.27;6.86929
"LTT 1445 A c";"LTT 1445 A";0;0;2022;0.02661;1.147;3340;0.27;6.86929
"LTT 3780 b";"LTT 3780";0;0;2020;0.01195;1.325;3358;0.38;21.9814
"LTT 3780 c";"LTT 3780";0;0;2020;0.0757;2.39;3358;0.38;21.9814
"LTT 9779 b";"LTT 9779";0;0;2020;0.01679;4.72;5443;0.95;80.4373
"Lupus-TR-3 b";"Lupus-TR-3";0;0;2007;0.0464;9.976;5000;0.82;773.409
"MASCARA-1 b";"MASCARA-1";0;0;2017;0.040352;17.901;7846;2.08;182.273
"MASCARA-4 b";"MASCARA-4";0;0;2020;0.047;17.15;7800;1.92;170.696
"NGC 2682 Sand 1429 b";"NGC 2682 Sand 1429";0;0;2024;0.384;13.4;6000;2.13;852.793
"NGC 2682 Sand 364 b";"NGC 2682 Sand 364";0;0;2014;0.53;12.7;4284;39.59;817.192
"NGTS-1 b";"NGTS-1";0;0;2017;0.0326;14.908;3916;0.57;218.121
"NGTS-10 b";"NGTS-10";0;0;2020;0.0143;13.507;4600;0.7;324.6986504
"NGTS-11 b";"NGTS-11";0;0;2020;0.201;9.158;5050;0.83;190.422
"NGTS-12 b";"NGTS-12";0;0;2020;0.0757;11.747;5690;1.59;446.442
"NGTS-13 b";"NGTS-13";0;0;2021;0.0549;12.801;5819;1.79;647.595
"NGTS-14 A b";"NGTS-14 A";0;0;2021;0.0403;4.977;5187;0.84;322.148
"NGTS-15 b";"NGTS-15";0;0;2021;0.0441;12.33;5600;0.95;786.485
"NGTS-16 b";"NGTS-16";0;0;2021;0.0523;14.572;5550;1.21;898.168
"NGTS-17 b";"NGTS-17";0;0;2021;0.0391;13.899;5650;1.34;1040.28
"NGTS-18 b";"NGTS-18";0;0;2021;0.0448;13.563;5610;1.39;1096.19
"NGTS-2 b";"NGTS-2";0;0;2018;0.063;17.878;6478;1.7;356.391
"NGTS-20 b";"NGTS-20";0;0;2022;0.313;11.994;5980;1.78;382.898
"NGTS-21 b";"NGTS-21";0;0;2022;0.0236;14.908;4660;0.86;592.891
"NGTS-23 b";"NGTS-23";0;0;2022;0.0504;14.202;6057;1.24;1074.95
"NGTS-24 b";"NGTS-24";0;0;2022;0.0479;13.608;5820;1.64;683.062
"NGTS-25 b";"NGTS-25";0;0;2022;0.0388;11.467;5321;0.86;521.233
"NGTS-26 b";"NGTS-26";0;0;2024;0.049;14.886;5550;1.16;1093.69
"NGTS-27 b";"NGTS-27";0;0;2024;0.0446;15.648;5700;1.77;942.122
"NGTS-3 A b";"NGTS-3 A";0;0;2018;0.023;16.589;5600;0.93;743.972
"NGTS-30 b";"NGTS-30";0;0;2024;0.408;10.402;5455;0.91;238.377
"NGTS-33 b";"NGTS-33";0;0;2024;0.048;18.383;7437;1.48;437.855
"NGTS-4 b";"NGTS-4";0;0;2019;0.019;3.18;5143;0.84;280.555
"NGTS-5 b";"NGTS-5";0;0;2019;0.0382;12.733;4987;0.74;306.779
"NGTS-6 b";"NGTS-6";0;0;2019;0.01677;14.863;4730;0.75;308.262
"NGTS-8 b";"NGTS-8";0;0;2019;0.035;12.218;5241;0.98;428.976
"NGTS-9 b";"NGTS-9";0;0;2019;0.058;11.994;6330;1.38;609.128
"NSVS 14256825 b";"NSVS 14256825";0;1;2019;3.12;12.3;40000;0.19;820.877
"NY Vir b";"NY Vir";0;1;2011;3.3;13.3;32780;0.15;544.024
"OGLE-TR-10 b";"OGLE-TR-10";0;0;2004;0.0434;14.011;5950;1.17;1344.97
"OGLE-TR-111 b";"OGLE-TR-111";0;0;2004;0.0473;11.422;5040;0.83;1068.33
"OGLE-TR-113 b";"OGLE-TR-113";0;0;2004;0.02289;12.251;4790;0.77;566.459
"OGLE-TR-132 b";"OGLE-TR-132";0;0;2004;0.03035;13.45;6210;1.32;2012.62
"OGLE-TR-182 b";"OGLE-TR-182";0;0;2007;0.051;12.666;5924;1.14;2501.75
"OGLE-TR-211 b";"OGLE-TR-211";0;0;2007;0.051;15.244;6325;1.64;1515.26
"OGLE-TR-56 b";"OGLE-TR-56";0;0;2002;0.02383;15.278;6050;1.74;282.8391387
"OGLE2-TR-L9 b";"OGLE2-TR-L9";0;0;2008;0.0308;18.046;6933;1.53;1627.63
"Oph 11 b";"Oph 11";0;0;2006;243.0;12.3;2375;0.23;136.165592
"PDS 70 b";"PDS 70";0;0;2018;20.0;30.488;3972;1.26;113.064
"PDS 70 c";"PDS 70";0;0;2019;34.0;22.866;3972;1.06;113.064
"PH1 b";"PH1";0;1;2012;0.652;6.18;6407;1.73;1033.16
"PH2 b";"PH2";0;0;2013;0.833;9.337;5734;0.95;343.863
"POTS-1 b";"POTS-1";0;0;2013;0.03734;10.548;4400;0.59;747.959
"PZ Tel b";"PZ Tel";0;0;2023;27.0;11.9;5169;1.26;47.0648
"Pr0201 b";"Pr0201";0;0;2012;0.06;14.2;6174;1.15;180.64
"Pr0211 b";"Pr0211";0;0;2012;0.03176;13.4;5300;0.83;182.714
"Pr0211 c";"Pr0211";0;0;2016;5.5;12.6;5300;0.83;182.714
"Proxima Cen b";"Proxima Cen";0;0;2016;0.04856;1.03;2900;0.14;1.30119
"Qatar-1 b";"Qatar-1";0;0;2010;0.02332;12.812;5013;0.8;185.615
"Qatar-10 b";"Qatar-10";0;0;2019;0.0286;17.295;6124;1.25;559.068
"Qatar-2 b";"Qatar-2";0;0;2011;0.02153;14.056;4645;0.78;181.374
"Qatar-3 b";"Qatar-3";0;0;2017;0.03783;12.285;6007;1.27;735.601
"Qatar-4 b";"Qatar-4";0;0;2017;0.02803;12.722;5215;0.85;329.036
"Qatar-5 b";"Qatar-5";0;0;2017;0.04127;12.408;5747;1.08;367.658
"Qatar-6 b";"Qatar-6";0;0;2017;0.0423;11.904;5052;0.72;100.848
"Qatar-7 b";"Qatar-7";0;0;2019;0.0352;19.055;6387;1.56;705.981
"Qatar-8 b";"Qatar-8";0;0;2019;0.0474;14.404;5738;1.32;281.498
"Qatar-9 b";"Qatar-9";0;0;2019;0.0234;11.31;4309;0.7;213.771
"ROXs 12 b";"ROXs 12";0;0;2013;210.0;12.2;3850;1.07;136.65
"ROXs 42 B b";"ROXs 42 B";0;1;2013;157.0;12.5;3433;1.34;143.59
"RR Cae b";"RR Cae";0;1;2012;5.3;13.0;3904;0.19;21.1916
"Ross 128 b";"Ross 128";0;0;2017;0.0496;1.11;3192;0.21;3.37454
"Ross 458 c";"Ross 458";0;1;2010;1100.0;14.011;3965;0.56;11.5094
"Ross 508 b";"Ross 508";0;0;2022;0.05366;1.83;3071;0.21;11.2103
"TAP 26 b";"TAP 26";0;0;2017;0.0968;13.5;4620;1.17;121.402
"TCP J05074264+2447555 b";"TCP J05074264+2447555";0;0;2018;0.94;4.72;5805;1.42;505.0
"TIC 139270665 b";"TIC 139270665";0;0;2024;0.163;7.23;5844;1.02;189.875
"TIC 139270665 c";"TIC 139270665";0;0;2024;2.0;12.9;5844;1.02;189.875
"TIC 172900988 b";"TIC 172900988 Aa";0;1;2021;0.90281;11.25;6050;1.38;250.956
"TIC 237913194 b";"TIC 237913194";0;0;2020;0.1207;12.52;5788;1.09;306.063
"TIC 241249530 b";"TIC 241249530";0;0;2024;0.641;13.294;6166;1.4;324.448
"TIC 257060897 b";"TIC 257060897";0;0;2021;0.051;16.701;5988;1.82;505.703
"TIC 279401253 b";"TIC 279401253";0;0;2023;0.369;11.209;5951;1.06;285.584
"TIC 279401253 c";"TIC 279401253";0;0;2023;0.591;12.6;5951;1.06;285.584
"TIC 365102760 b";"TIC 365102760";0;0;2024;0.0622;6.21;4900;3.13;555.546
"TIC 393818343 b";"TIC 393818343";0;0;2024;0.1291;12.184;5756;1.09;93.7345
"TIC 46432937 b";"TIC 46432937";0;0;2024;0.02065;13.316;3572;0.53;90.5369
"TIC 4672985 b";"TIC 4672985";0;0;2024;0.33;11.5;5757;1.15;253.385
"TOI-1052 b";"TOI-1052";0;0;2023;0.09103;2.87;6146;1.26;129.804
"TOI-1052 c";"TOI-1052";0;0;2023;0.2263;6.48;6146;1.26;129.804
"TOI-1062 b";"TOI-1062";0;0;2021;0.052;2.265;5328;0.84;82.1733
"TOI-1062 c";"TOI-1062";0;0;2021;0.08;3.1;5328;0.84;82.1733
"TOI-1064 b";"TOI-1064";0;0;2022;0.06152;2.587;4734;0.73;68.0726
"TOI-1064 c";"TOI-1064";0;0;2022;0.09429;2.651;4734;0.73;68.0726
"TOI-1075 b";"TOI-1075";0;0;2022;0.01159;1.791;3875;0.58;61.4592
"TOI-1107 b";"TOI-1107";0;0;2022;0.0561;14.572;6311;1.81;281.314
"TOI-1130 b";"TOI-1130";0;0;2020;0.0453;3.66;4350;0.7;58.2609
"TOI-1130 c";"TOI-1130";0;0;2020;0.0731;13.0;4350;0.7;58.2609
"TOI-1135 b";"TOI-1135";0;0;2024;0.082337;9.341;5963;1.15;114.048
"TOI-1136 b";"TOI-1136";0;0;2022;0.05106;1.9;5770;0.97;84.5362
"TOI-1136 c";"TOI-1136";0;0;2022;0.0669;2.879;5770;0.97;84.5362
"TOI-1136 d";"TOI-1136";0;0;2022;0.1062;4.627;5770;0.97;84.5362
"TOI-1136 e";"TOI-1136";0;0;2022;0.14;2.639;5770;0.97;84.5362
"TOI-1136 f";"TOI-1136";0;0;2022;0.174;3.736;5770;0.97;84.5362
"TOI-1136 g";"TOI-1136";0;0;2022;0.229;2.53;5770;0.97;84.5362
"TOI-1173 b";"TOI-1173";0;0;2024;0.0696;9.19;5350;0.93;132.353
"TOI-1174 b";"TOI-1174";0;0;2024;0.07994;2.562;5158;0.78;94.6375
"TOI-1180 b";"TOI-1180";0;0;2024;0.080799;3.072;4804;0.74;72.0238
"TOI-1181 b";"TOI-1181";0;0;2022;0.0364;17.026;6054;1.96;302.819
"TOI-1184 b";"TOI-1184";0;0;2024;0.056027;2.39;4617;0.7;58.5946
"TOI-1194 b";"TOI-1194";0;0;2023;0.034;8.717;5394;0.96;149.667
"TOI-1199 b";"TOI-1199";0;0;2024;0.04988;10.514;5710;1.45;248.427
"TOI-1201 b";"TOI-1201";0;0;2021;0.0287;2.415;3476;0.51;37.8871
"TOI-122 b";"TOI-122";0;0;2020;0.0392;2.72;3403;0.33;62.118
"TOI-1221 b";"TOI-1221";0;0;2023;0.387;2.91;5592;1.03;138.411
"TOI-1224 b";"TOI-1224";0;0;2024;0.0355;2.104;3326;0.4;37.3312
"TOI-1227 b";"TOI-1227";0;0;2022;0.0886;9.572;3072;0.56;100.641
"TOI-1231 b";"TOI-1231";0;0;2021;0.1288;3.65;3553;0.48;27.6227
"TOI-1235 b";"TOI-1235";0;0;2020;0.03845;1.69;3997;0.62;39.6345
"TOI-1244 b";"TOI-1244";0;0;2024;0.060694;2.467;4722;0.72;102.551
"TOI-1246 b";"TOI-1246";0;0;2022;0.049;3.01;5151;0.86;169.422
"TOI-1246 c";"TOI-1246";0;0;2022;0.061;2.451;5213;0.86;169.422
"TOI-1246 d";"TOI-1246";0;0;2022;0.132;3.431;5213;0.86;169.422
"TOI-1246 e";"TOI-1246";0;0;2022;0.212;3.514;5213;0.86;169.422
"TOI-1248 b";"TOI-1248";0;0;2024;0.051;6.808;5205;0.87;168.735
"TOI-1249 b";"TOI-1249";0;0;2024;0.109;3.271;5497;0.98;139.49
"TOI-125 b";"TOI-125";0;0;2019;0.05186;2.726;5320;0.85;111.059
"TOI-125 c";"TOI-125";0;0;2019;0.0814;2.759;5320;0.85;111.059
"TOI-125 d";"TOI-125";0;0;2020;0.137;2.93;5320;0.85;111.059
"TOI-1259 A b";"TOI-1259 A";0;0;2021;0.0407;11.456;4775;0.71;118.106
"TOI-1260 b";"TOI-1260";0;0;2021;0.0367;2.41;4227;0.67;73.5977
"TOI-1260 c";"TOI-1260";0;0;2021;0.0657;2.76;4227;0.67;73.5977
"TOI-1260 d";"TOI-1260";0;0;2022;0.1116;3.12;4227;0.67;73.5977
"TOI-1266 b";"TOI-1266";0;0;2020;0.0728;2.62;3618;0.44;36.0118
"TOI-1266 c";"TOI-1266";0;0;2020;0.1047;2.13;3618;0.44;36.0118
"TOI-1268 b";"TOI-1268";0;0;2022;0.0711;9.1;5300;0.92;109.557
"TOI-1269 b";"TOI-1269";0;0;2024;0.0496;2.401;5499;0.85;172.138
"TOI-1272 b";"TOI-1272";0;0;2022;0.0417;4.132;5065;0.79;137.572
"TOI-1272 c";"TOI-1272";0;0;2022;0.079;4.95;5065;0.79;137.572
"TOI-1273 b";"TOI-1273";0;0;2024;0.0549;11.097;5690;1.06;177.118
"TOI-1278 b";"TOI-1278";0;0;2021;0.095;12.218;3799;0.57;75.5759
"TOI-1279 b";"TOI-1279";0;0;2024;0.085;2.661;5457;0.84;107.055
"TOI-128.01";"TOI-128";0;0;2024;0.05381;2.219;6086;1.13;68.4727
"TOI-1288 b";"TOI-1288";0;0;2022;0.0374;4.968;5388;0.96;114.865
"TOI-1288 c";"TOI-1288";0;0;2022;1.07;11.1;5388;0.96;114.865
"TOI-1294 b";"TOI-1294";0;0;2024;0.051;10.124;5718;1.56;332.648
"TOI-1294 c";"TOI-1294";0;0;2024;0.61;14.3;5718;1.56;332.648
"TOI-1295 b";"TOI-1295";0;0;2024;0.047;15.693;6280;1.7;388.227
"TOI-1296 b";"TOI-1296";0;0;2021;0.051;14.116;5567;1.7;323.265
"TOI-1298 b";"TOI-1298";0;0;2021;0.057;9.658;5752;1.45;319.036
"TOI-1301.01";"TOI-1301";0;0;2024;0.059866;2.477;4820;0.73;90.8693
"TOI-132 b";"TOI-132";0;0;2020;0.026;3.42;5397;0.9;163.678
"TOI-1333 b";"TOI-1333";0;0;2021;0.0626;15.648;6274;1.93;200.492
"TOI-1338 b";"TOI-1338 A";0;1;2020;0.4607;7.661;5723;1.31;399.017
"TOI-1338 c";"TOI-1338 A";0;1;2023;0.794;10.3;6050;1.31;399.017
"TOI-1347 b";"TOI-1347";0;0;2024;0.0171;1.8;5464;0.83;147.476
"TOI-1347 c";"TOI-1347";0;0;2024;0.0546;1.6;5464;0.83;147.476
"TOI-1386 b";"TOI-1386";0;0;2024;0.173;6.216;5735;1.02;146.858
"TOI-1386 c";"TOI-1386";0;0;2024;0.75;10.3;5735;1.02;146.858
"TOI-1408 b";"TOI-1408";0;0;2023;0.05778;25.0;6117;1.53;139.484
"TOI-1408 c";"TOI-1408";0;0;2024;0.03587;2.22;6117;1.53;139.484
"TOI-1410 c";"TOI-1410";0;0;2024;0.239;5.63;4635;0.76;72.7512
"TOI-1410.01";"TOI-1410";0;0;2024;0.0207;3.101;4635;0.76;72.7512
"TOI-1411 b";"TOI-1411";0;0;2022;0.02122;1.199;4115;0.61;32.4778
"TOI-1416 b";"TOI-1416";0;0;2023;0.019;1.62;4884;0.79;55.0135
"TOI-1420 b";"TOI-1420";0;0;2023;0.071;11.89;5510;0.92;201.918
"TOI-1422 b";"TOI-1422";0;0;2022;0.108;3.96;5840;1.02;155.141
"TOI-1431 b";"TOI-1431";0;0;2021;0.046;16.701;7575;1.94;148.925
"TOI-1437 b";"TOI-1437";0;0;2024;0.14;2.24;6008;1.17;103.297
"TOI-1439 b";"TOI-1439";0;0;2024;0.192;4.243;5841;1.62;230.306
"TOI-1442 b";"TOI-1442";0;0;2022;0.0071;1.17;3330;0.31;41.1659
"TOI-1443 b";"TOI-1443";0;0;2024;0.147;2.304;5224;0.75;85.8034
"TOI-1444 b";"TOI-1444";0;0;2021;0.0116;1.418;5460;0.91;125.463
